Name,Property Title,Price,Location,Total_Area,Price_per_SQFT,Description,Baths,Balcony
Patel Garden Extension,"2 BHK Flat for sale in Sector 15 Dwarka, New Delhi",₹40.0 L,"Sector 15 Dwarka, New Delhi",800,5000.0,"free hold property , loan is going on, new construction, 30 feet front gali, reserved car parking, 24 hour water, back side of mahila park.  2 km spread market near to gali.  NEAT AND CLEAN GALI,   sealing because need moony for sons higher study, welkin distance from dwarka metro station,  netaji subhash chander engineering college 20 meater from away  More About This Property 2 BHK Apartment for sale in Sector 15, Dwarka, Delhi. This 2 BHK unit is available in Sector 15, Dwarka and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involv...",5,No
"Dera farm House,Dera Mandi, New Delhi","5 BHK Villa for sale in Dera Mandi, New Delhi",₹10.0 Cr,"Dera farm House,Dera Mandi, New Delhi",10800,9260.0,"5 BHK Villa for sale in Dera Mandi, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Villa is in Dera Mandi which is a promising investment destination in Delhi. This might be your chance to grab the best 5 BHK property for sale in Dera Mandi. This 5 BHK Villa is available at a reasonable price of Rs 10.0 Cr. The built-up area is 10800 Square feet. This property has provision for 5 bathroom. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Aastha hospital hathin, Earth saviour, and Nasha Muk...",3,Yes
"Farmhouse ,Radhey Mohan Drive, New Delhi","5 BHK Villa for sale in Radhey Mohan Drive, New Delhi",₹10.0 Cr,"Farmhouse ,Radhey Mohan Drive, New Delhi",10800,9260.0,"A 5 BHK Villa for sale in Radhey Mohan Drive, Delhi. Posted by Owner, No brokerage involved. This beautifully designed 5 BHK unit with all the modern-day comforts is one of Radhey Mohan Drive's most desired properties. Contact now for more information. The price of this Villa is Rs 10.0 Cr. Each unit has a built-up area of 10800 Square feet. This North-East-facing property has an excellent view. There are 5 bedrooms. There is provision for 5 bathroom. This property is also equipped with a servant room. This residential property is near School N Old Pond, School Chandan Holla Village Near Pond,...",5,Yes
"Sector 6C, Sector 6 Rohini,New Delhi","2 BHK Independent House for sale in Sector 6 Rohini, New Delhi",₹50.0 L,"Sector 6C, Sector 6 Rohini,New Delhi",516,9690.0,"2 BHK Independent House for sale in Delhi. This property is in Rohini, which is a coveted investment location. This tastefully designed 2 BHK unit is among Delhi's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. The price of the Independent House is Rs 50.0 L. Monthly maintenance charges come to Rs 1000. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 516 Square feet. The carpet area is 500 Square feet. It has 1 bathroom and 2 bedrooms. Some of the ...",2,No
"Amar Colony, Lajpat Nagar,New Delhi","2 BHK Flat for sale in Lajpat Nagar, New Delhi",₹83.0 L,"Amar Colony, Lajpat Nagar,New Delhi",750,11070.0,"Looking for a good 2 BHK Apartment in Lajpat Nagar IV, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. The property is on floor 0. Total number of floors is 3. Maintenance charges of this property is Rs 0. This Apartment is available for Rs 83.0 L. This modern unit has a built-up area of 750 Square feet. It is very close to some of city's best hospitals, such as, Apollo Spectra Hospitals, Apollo Cradle Royale, and Moolchand Medcity. Established schools, such as S S Khalsa Senior Secondary School, Shemrock World, and Saraswati Bal Mandir are al...",2,Yes
"Kotla Mubarakpur, South Extension I,New Delhi","2 BHK Flat for sale in South Extension I, New Delhi",₹89.0 L,"Kotla Mubarakpur, South Extension I,New Delhi",720,12360.0,"Property near to market, educational institutions and hospitals  More About This Property Looking for a good 2 BHK Apartment in South Extension I, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. The property is on floor 1. Total number of floors is 4. This Apartment is available for Rs 89.0 L. This modern unit has a built-up area of 720 Square feet. The carpet area of this Apartment is 720 Square feet. There are 2 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, AIIMS New Delhi, Safdarjung Hospital, and Apol...",2,Yes
"JJ Colony No 1, Nangloi,New Delhi","4 BHK Independent House for sale in Nangloi, New Delhi",₹65.0 L,"JJ Colony No 1, Nangloi,New Delhi",450,14440.0,"A 4 BHK Independent House for sale in Nangloi, Delhi. Posted by Owner, No brokerage involved. This beautifully designed 4 BHK unit with all the modern-day comforts is one of Nangloi's most desired properties. Contact now for more information. The price of this Independent House is Rs 65.0 L. Maintenance charges come to Rs 0. Each unit has a built-up area of 450 Square feet. There are 4 bedrooms. This residential property is near Goverment School Nangloi, Government Sarvodaya Boys/Girls Vidyalaya, and Govt. Sarvodaya Kanya Vidyalaya. It is also close to Sanjay Gandhi Memorial Hospital, Satyabha...",2,No
"Mahavir Enclave Part 3, Mahavir Enclave,New Delhi","10 BHK Independent House for sale in Mahavir Enclave, New Delhi",₹90.0 L,"Mahavir Enclave Part 3, Mahavir Enclave,New Delhi",3500,2570.0,"Independant house 100 gaz near power house , it's very near dwarka and 50 step away to vishal mega mart More About This Property One of the finest property in Mahavir Enclave is now available for sale. This is a 10 BHK Independent House posted directly by owner. Make it yours now. The price of this Independent House is Rs 90.0 L. Other charges when you move into this property include maintenance, which is Rs 0. This Independent House is spacious with a built-up area of 3500 Square feet. The carpet area is 3200 Square feet. A separate servant room available in this Independent House. It is a We...",6,Yes
"Nai Basti, Mehrauli,New Delhi","5 BHK Independent House for sale in Mehrauli, New Delhi",₹1.5 Cr,"Nai Basti, Mehrauli,New Delhi",1337,11220.0,"A 5 BHK Independent House for sale in Mehrauli, Delhi. Posted by Owner, No brokerage involved. This beautifully designed 5 BHK unit with all the modern-day comforts is one of Mehrauli's most desired properties. Contact now for more information. The price of this Independent House is Rs 1.5 Cr. Each unit has a built-up area of 1337 Square feet. This South-facing property has an excellent view. There are 5 bedrooms. There is provision for 5 bathroom. This residential property is near Mehrauli No.2-Sarvodaya Kanya Vidyalaya, Gurukulam Academy By VJ, and Sunshine Schools. It is also close to Forti...",3,No
"New Seelampur, Shahdara,New Delhi","6 BHK Independent House for sale in Shahdara, New Delhi",₹1.45 Cr,"New Seelampur, Shahdara,New Delhi",621,23350.0,"Best 6 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 6 BHK property for sale in one of Delhi's top location, Shahdara. The property price of this unit is Rs 1.45 Cr. The built-up area is 621 Square feet. It is an ideal location for young families with kids, as this property is close to MCD School, Seelampur School, and Shri Guru Nanak Public School. Healthcare facility is also close at hand with Sharp Sight Centre Shahdara Durgapuri, Sharp Sight Centre Gamri Delhi, and Jag Pravesh Chandra Hospital nearby",2,Yes
"Block B, Jhilmil Colony,New Delhi","2 BHK Independent House for sale in Jhilmil Colony, New Delhi",₹45.0 L,"Block B, Jhilmil Colony,New Delhi",765,5880.0,"2 BHK Independent House for sale in Jhilmil Colony, Delhi. This 2 BHK unit is available in Jhilmil Colony and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Jhilmil Colony. It is on floor 3. The total number of floors is 4. The price of this Independent House is Rs 45.0 L. Residents in this project also pay monthly maintenance charges of Rs 0. The built-up area is 765 Square feet. This property is at a walking distance from Yashoda Super Speciality Hospita...",2,Yes
"Rawta, Jaffarpur Kalan,New Delhi","2 BHK Independent House for sale in Jaffarpur Kalan, New Delhi",₹16.0 L,"Rawta, Jaffarpur Kalan,New Delhi",700,2290.0,"Check out this 2 BHK Independent House for sale in Jaffarpur Kalan, Delhi. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Independent House is perfect for a modern-day lifestyle. Jaffarpur Kalan is a promising location in Delhi and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 16.0 L. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 700 Square feet built-up area. Educational institutions are closeby with schools such as Gover...",2,No
"Rajpur Khurd Village, Chhattarpur,New Delhi","6 BHK Independent House for sale in Chhattarpur, New Delhi",₹1.0 Cr,"Rajpur Khurd Village, Chhattarpur,New Delhi",675,14810.0,"6 BHK Independent House for sale in Chhatarpur, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Chhatarpur which is a promising investment destination in Delhi. This might be your chance to grab the best 6 BHK property for sale in Chhatarpur. This 6 BHK Independent House is available at a reasonable price of Rs 1.0 Cr. Residents also need to pay maintenance charges of Rs 0. The built-up area is 675 Square feet. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Institu...",2,Yes
Laxmi Niwas,"1 BHK Flat for sale in Mandawali, New Delhi",₹15.0 L,"Mandawali, New Delhi",500,3000.0,"Check out this 1 BHK Apartment for sale in Mandawali, Delhi. This property is posted by owner and thus there is no need to pay any broker amount. This 1 BHK Apartment is perfect for a modern-day lifestyle. Mandawali is a promising location in Delhi and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 1. The total number of floors in this project is 3. The property's price is Rs 15.0 L. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 500 Square feet built-up area. Educational institutions...",2,No
"Prem Nagar, Najafgarh,New Delhi","2 BHK Flat for sale in Najafgarh, New Delhi",₹30.0 L,"Prem Nagar, Najafgarh,New Delhi",450,6670.0,"Looking for a good 2 BHK Apartment in Najafgarh, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. The property is on floor 0. Total number of floors is 2. This Apartment is available for Rs 30.0 L. This modern unit has a built-up area of 450 Square feet. There are 2 bedrooms and 1 bathroom. It is very close to some of city's best hospitals, such as, BG Clinic - Neurologist, Gynaecologist and Physician, Vikas Hospital Private Limited, and Orthoplus Hospital. Established schools, such as Bachpan a Play School,Najafgarh,Play School in Najafgarh, B...",2,Yes
"Block D, Sudarshan Park,New Delhi","4 BHK Independent House for sale in Sudarshan Park, New Delhi",₹1.1 Cr,"Block D, Sudarshan Park,New Delhi",2200,5000.0,"4 BHK Independent House for sale in Sudarshan Park, Delhi. This 4 BHK unit is available in Sudarshan Park and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Sudarshan Park. The price of this Independent House is Rs 1.1 Cr. Residents in this project also pay monthly maintenance charges of Rs 2000. It is a good, spacious Independent House unit with carpet area of 540 Square feet. The built-up area is 2200 Square feet. There are 4 bedrooms and 4 bathroom. Thi...",4,Yes
